,0,1,2,3,4,5,6,7,8,9,10,11
848,849,Tessa MILLS (#464),06:21:53,"NZL
																							|","25-29
(47)","Female 
													(248)",00:42:35,00:08:10,03:16:59,00:03:00,02:11:07,
849,850,Shane VALLENDER (#613),06:22:18,"ZAF
																							|","30-34
(85)","Male 
													(602)",00:43:14,00:11:08,03:17:44,00:03:20,02:06:49,
850,851,Scott BROWN (#278),06:22:20,"USA
																							|","60-64
(24)","Male 
													(603)",00:37:46,00:06:51,03:10:25,00:02:01,02:25:16,
851,852,Tom NICKELS (#1456),06:22:26,"NZL
																							|","60-64
(25)","Male 
													(604)",00:44:17,00:10:34,02:56:27,00:04:05,02:27:00,
852,853,Steve DRISCOLL (#681),06:22:31,"NZL
																							|","35-39
(83)","Male 
													(605)",00:40:25,00:06:28,02:59:05,00:06:26,02:30:04,
853,854,Allan HERBISON (#1383),06:22:32,"NZL
																							|","55-59
(43)","Male 
													(606)",00:43:21,00:10:31,03:05:57,00:04:19,02:18:22,
854,855,Monica MORARIU (#453),06:22:40,"NZL
																							|","25-29
(48)","Female 
													(249)",00:32:47,00:08:16,03:07:15,00:03:22,02:30:58,
855,856,Steve YANG (#1282),06:22:42,"TWN
																							|","50-54
(80)","Male 
													(607)",00:44:59,00:11:19,03:17:56,00:06:16,02:02:09,
856,857,Vicki REARDON (#1461),06:22:43,"NZL
																							|","60-64
(5)","Female 
													(250)",00:39:31,00:07:55,03:15:02,00:02:44,02:17:29,
857,858,Robert GERBER (#1086),06:22:53,"GBR
																							|","45-49
(97)","Male 
													(608)",00:41:50,00:11:32,03:06:51,00:04:30,02:18:08,
858,859,Charlotte CHESBROUGH (#776),06:23:17,"NZL
																							|","35-39
(28)","Female 
													(251)",00:41:06,00:08:31,03:22:01,00:02:51,02:08:46,
859,860,Bailey ATKINSON (#305),06:23:19,"NZL
																							|","18-24
(33)","Male 
													(609)",00:35:15,00:09:06,03:18:15,00:02:47,02:17:53,
860,861,Tony RICHARDSON (#910),06:23:24,"NZL
																							|","40-44
(81)","Male 
													(610)",00:34:57,00:08:38,03:08:51,00:05:08,02:25:48,
861,862,Brent RAPSON (#1237),06:23:49,"NZL
																							|","50-54
(81)","Male 
													(611)",00:40:59,00:08:44,03:14:17,00:02:42,02:17:05,
862,863,Troy BRADY (#575),06:23:49,"USA
																							|","30-34
(86)","Male 
													(612)",00:47:46,00:10:50,03:12:17,00:03:31,02:09:24,
863,864,Megan WATSON (#481),06:23:51,"NZL
																							|","25-29
(49)","Female 
													(252)",00:32:56,00:06:34,03:09:23,00:03:15,02:31:41,
864,865,Ian LANGLEY (#1332),06:23:54,"NZL
																							|","55-59
(44)","Male 
													(613)",00:34:03,00:08:11,02:54:36,00:04:59,02:42:04,
865,866,Kylie OVERINGTON (#976),06:24:03,"NZL
																							|","40-44
(46)","Female 
													(253)",00:37:26,00:07:39,03:12:12,00:02:04,02:24:40,
866,867,Ruan BOTHA (#398),06:24:10,"ZAF
																							|","25-29
(67)","Male 
													(614)",00:39:57,00:08:45,03:12:08,00:06:42,02:16:36,
867,868,Declan SHERMAN (#915),06:24:11,"AUS
																							|","40-44
(82)","Male 
													(615)",00:39:08,00:07:46,03:19:59,00:04:48,02:12:28,
868,869,Kate JONES (#172),06:24:21,"NZL
																							|","35-39
(29)","Female 
													(254)",00:38:27,00:07:26,03:33:46,00:03:05,02:01:34,
869,870,Salome MATHYS (#775),06:24:23,"CHE
																							|","35-39
(30)","Female 
													(255)",00:45:25,00:08:14,03:09:22,00:02:28,02:18:51,
870,871,Andrew MCCULLOCH (#1445),06:24:30,"NZL
																							|","60-64
(26)","Male 
													(616)",00:36:47,00:10:57,02:57:02,00:04:10,02:35:33,
871,872,Kevin BARKER (#1348),06:24:36,"NZL
																							|","55-59
(45)","Male 
													(617)",00:47:03,00:07:53,02:45:19,00:03:22,02:40:58,
872,873,Ross PETERS (#675),06:24:44,"NZL
																							|","35-39
(84)","Male 
													(618)",00:36:32,00:08:35,03:08:47,00:02:43,02:28:05,
873,874,Olesia ZAVOLOKINA (#669),06:25:42,"RUS
																							|","30-34
(29)","Female 
													(256)",00:54:30,00:07:43,03:06:42,00:02:14,02:14:32,
874,875,Malcolm MAYALL (#1183),06:25:50,"NZL
																							|","50-54
(82)","Male 
													(619)",00:32:11,00:06:38,03:00:10,00:03:08,02:43:41,
875,876,Werner STEBLER (#1479),06:26:00,"NZL
																							|","65-69
(7)","Male 
													(620)",00:44:38,00:09:00,03:09:50,00:02:31,02:19:59,
876,877,Carlton CRIBB (#1060),06:26:03,"NZL
																							|","45-49
(98)","Male 
													(621)",00:35:29,00:12:23,03:22:03,00:03:24,02:12:42,
877,878,Sarah ARCHIBALD (#1162),06:26:28,"NZL
																							|","45-49
(35)","Female 
													(257)",00:39:49,00:09:07,03:25:14,00:03:28,02:08:48,
878,879,Kiran CHUKKAPALLI (#553),06:26:41,"IND
																							|","30-34
(87)","Male 
													(622)",00:46:09,00:08:40,03:12:50,00:05:23,02:13:36,
879,880,Shelldon HOLDSWORTH (#1093),06:26:41,"NZL
																							|","45-49
(99)","Male 
													(623)",00:40:33,00:12:42,03:01:30,00:07:37,02:24:16,
880,881,Karl WILTON (#1074),06:26:46,"NZL
																							|","45-49
(100)","Male 
													(624)",00:36:38,00:10:46,03:04:31,00:05:22,02:29:27,
881,882,Tarryn BUTLER (#806),06:27:02,"ZAF
																							|","35-39
(31)","Female 
													(258)",00:40:39,00:07:24,03:26:22,00:03:24,02:09:11,
882,883,Conrad DONALDSON (#738),06:27:09,"NZL
																							|","35-39
(85)","Male 
													(625)",00:36:43,00:07:16,03:13:48,00:02:15,02:27:06,
883,884,Satoru NOGAMI (#130),06:27:35,"JPN
																							|","55-59
(46)","Male 
													(626)",00:47:35,00:09:21,02:49:59,00:05:55,02:34:43,
884,885,Riaan BESSINGER (#871),06:27:38,"ZAF
																							|","40-44
(83)","Male 
													(627)",00:36:00,00:16:24,03:21:13,00:04:36,02:09:23,
885,886,Tavis SMALL (#919),06:28:00,"NZL
																							|","40-44
(84)","Male 
													(628)",00:40:51,00:09:14,03:07:30,00:05:41,02:24:42,
886,887,Catherine WILLIS (#821),06:28:24,"GBR
																							|","35-39
(32)","Female 
													(259)",00:40:19,00:07:49,03:12:22,00:03:50,02:24:02,
887,888,Mary BRIANT (#1466),06:28:52,"NZL
																							|","60-64
(6)","Female 
													(260)",00:42:35,00:07:05,03:07:00,00:02:30,02:29:40,
888,889,Billy BURNLEY (#404),06:28:53,"NZL
																							|","25-29
(68)","Male 
													(629)",00:41:33,00:07:32,02:59:25,00:01:46,02:38:36,
889,890,Bridget MURPHY (#998),06:28:55,"NZL
																							|","40-44
(47)","Female 
													(261)",00:36:18,00:09:33,03:14:38,00:02:38,02:25:45,
890,891,Craig FREEMAN (#707),06:28:56,"NZL
																							|","35-39
(86)","Male 
													(630)",00:43:42,00:07:03,03:08:50,00:02:32,02:26:47,
891,892,Richard SWEETMAN (#282),06:29:10,"NZL
																							|","70-74
(2)","Male 
													(631)",00:39:37,00:08:41,03:01:03,00:03:37,02:36:11,
892,893,Luc DUPONT (#1380),06:29:22,"CAN
																							|","55-59
(47)","Male 
													(632)",00:46:14,00:12:10,02:57:46,00:03:47,02:29:23,
893,894,Michael LIESHOUT (#1268),06:29:28,"NZL
																							|","50-54
(83)","Male 
													(633)",00:52:24,00:08:23,03:06:19,00:03:19,02:19:00,
894,895,Rachel MCCULLOCH (#1153),06:29:31,"NZL
																							|","45-49
(36)","Female 
													(262)",00:40:01,00:12:01,03:14:24,00:05:40,02:17:24,
895,896,Kazuhiko Imai (#1459),06:29:37,"JPN
																							|","60-64
(27)","Male 
													(634)",00:44:45,00:09:09,03:20:57,00:03:47,02:10:57,
896,897,Emily BIRRELL (#651),06:29:38,"GBR
																							|","30-34
(30)","Female 
													(263)",00:35:10,00:07:03,03:26:50,00:02:20,02:18:12,
897,898,Joel POPPLEWELL (#926),06:30:01,"AUS
																							|","40-44
(85)","Male 
													(635)",00:38:22,00:10:19,03:15:08,00:04:20,02:21:50,
898,899,Jean-Pierre LE ROUX (#354),06:30:01,"ZAF
																							|","25-29
(69)","Male 
													(636)",00:38:24,00:08:23,03:16:26,00:03:22,02:23:24,
899,900,Makere HURST (#326),06:30:09,"NZL
																							|","18-24
(14)","Female 
													(264)",00:40:10,00:07:58,03:22:05,00:04:21,02:15:33,
900,901,Tabitha JONES (#951),06:30:15,"AUS
																							|","40-44
(48)","Female 
													(265)",00:34:33,00:07:19,03:21:55,00:02:17,02:24:09,
901,902,Brian HENNESSY (#1220),06:30:18,"IRL
																							|","50-54
(84)","Male 
													(637)",00:56:03,00:08:16,03:14:05,00:02:12,02:09:40,
902,903,Emma BEARMAN (#641),06:30:31,"NZL
																							|","30-34
(31)","Female 
													(266)",00:43:04,00:08:30,03:21:26,00:02:29,02:15:00,
903,904,Lauren ASSINK (#637),06:30:34,"NZL
																							|","30-34
(32)","Female 
													(267)",00:32:46,00:07:03,03:26:23,00:03:11,02:21:09,
904,905,Chantal BRAND (#642),06:30:58,"ZAF
																							|","30-34
(33)","Female 
													(268)",00:43:55,00:08:21,03:18:36,00:04:14,02:15:51,
905,906,Kim RUSSELL (#275),06:31:13,"NZL
																							|","55-59
(17)","Female 
													(269)",00:36:43,00:07:55,03:10:27,00:02:43,02:33:22,
906,907,Helena MURPHY (#1324),06:31:31,"GBR
																							|","50-54
(22)","Female 
													(270)",00:49:02,00:08:28,03:18:22,00:03:13,02:12:24,
907,908,Zeek REES (#756),06:31:35,"ZAF
																							|","35-39
(87)","Male 
													(638)",00:49:54,00:09:05,03:12:00,00:03:34,02:17:00,
908,909,Tony FROST (#1355),06:31:45,"NZL
																							|","55-59
(48)","Male 
													(639)",00:37:35,00:09:00,03:03:40,00:03:30,02:37:59,
909,910,Albert YU (#886),06:31:55,"USA
																							|","40-44
(86)","Male 
													(640)",00:41:30,00:09:56,03:26:20,00:03:24,02:10:42,
910,911,Lauren Lucy CROWLEY (#460),06:32:26,"NZL
																							|","25-29
(50)","Female 
													(271)",00:44:52,00:07:48,03:36:43,00:04:35,01:58:25,
911,912,Jasmine LEE (#350),06:32:33,"NZL
																							|","18-24
(15)","Female 
													(272)",00:33:42,00:07:19,03:20:48,00:04:45,02:25:58,
912,913,Ashleah MCCULLOCH (#600),06:32:50,"GBR
																							|","30-34
(88)","Male 
													(641)",00:39:27,00:08:27,03:21:24,00:03:29,02:20:01,
913,914,Chris KING (#1095),06:32:56,"NZL
																							|","45-49
(101)","Male 
													(642)",00:31:15,00:08:35,03:07:12,00:04:11,02:41:42,
914,915,Nigel MCAULEY (#903),06:32:58,"NZL
																							|","40-44
(87)","Male 
													(643)",00:47:45,00:12:10,03:07:42,00:03:21,02:21:58,
915,916,Nathalie ROCK (#1294),06:33:00,"CAN
																							|","50-54
(23)","Female 
													(273)",00:40:42,00:09:49,03:03:49,00:04:00,02:34:38,
916,917,Aaron RUSSELL (#911),06:33:01,"NZL
																							|","40-44
(88)","Male 
													(644)",00:44:22,00:08:40,03:23:15,00:03:40,02:13:02,
917,918,Gerry SMITH (#1286),06:33:04,"NZL
																							|","50-54
(85)","Male 
													(645)",00:46:52,00:10:04,03:06:58,00:05:24,02:23:45,
918,919,Nina WALKOWIAK (#105),06:33:16,"NZL
																							|","40-44
(49)","Female 
													(274)",00:49:10,00:07:24,03:12:48,00:02:41,02:21:11,
919,920,Philip KING (#1360),06:33:26,"NZL
																							|","55-59
(49)","Male 
													(646)",00:43:20,00:09:35,03:00:06,00:04:48,02:35:34,
920,921,Trent FLEET (#415),06:33:52,"NZL
																							|","25-29
(70)","Male 
													(647)",00:37:58,00:07:46,03:38:05,00:04:07,02:05:54,
921,922,Sean BERGMAN (#394),06:33:58,"ZAF
																							|","25-29
(71)","Male 
													(648)",00:51:24,00:09:16,03:13:57,00:03:58,02:15:21,
922,923,Bryan Wild (#1374),06:34:29,"NZL
																							|","55-59
(50)","Male 
													(649)",00:43:22,00:09:45,03:04:15,00:03:11,02:33:54,
923,924,Chetan CHAUBE (#734),06:35:20,"IND
																							|","35-39
(88)","Male 
													(650)",00:46:58,00:09:26,03:29:34,00:04:33,02:04:47,
924,925,Jayne DARBYSHIRE (#627),06:35:42,"NZL
																							|","30-34
(34)","Female 
													(275)",00:39:23,00:07:27,03:21:14,00:02:27,02:25:08,
925,926,Samantha HOWARTH (#656),06:35:52,"NZL
																							|","30-34
(35)","Female 
													(276)",00:40:05,00:07:07,03:12:12,00:03:35,02:32:51,
926,927,Sham HURBUNS (#1115),06:35:57,"NZL
																							|","45-49
(102)","Male 
													(651)",00:43:15,00:09:31,03:25:29,00:02:23,02:15:17,
927,928,Jan-Maree BROWN (#1464),06:35:59,"NZL
																							|","60-64
(7)","Female 
													(277)",00:40:54,00:08:48,03:23:08,00:03:11,02:19:56,
928,929,Alison HEATHER (#1127),06:36:02,"AUS
																							|","45-49
(37)","Female 
													(278)",00:34:50,00:09:55,03:20:34,00:03:56,02:26:45,
929,930,Glen LESLIE (#563),06:36:05,"NZL
																							|","30-34
(89)","Male 
													(652)",00:36:05,00:09:32,03:34:17,00:05:35,02:10:34,
930,931,Bella COPE (#336),06:36:08,"AUS
																							|","18-24
(16)","Female 
													(279)",00:44:34,00:12:23,03:10:56,00:04:52,02:23:22,
931,932,Issei Mizunaka (#711),06:36:13,"JPN
																							|","35-39
(89)","Male 
													(653)",00:38:45,00:07:27,03:02:36,00:04:04,02:43:18,
932,933,Colleen KEYS (#638),06:36:17,"NZL
																							|","30-34
(36)","Female 
													(280)",00:35:08,00:08:23,03:32:38,00:03:09,02:16:57,
933,934,Christine BEVERLEY (#1165),06:36:52,"NZL
																							|","45-49
(38)","Female 
													(281)",00:41:00,00:10:58,03:04:37,00:03:47,02:36:27,
934,935,Robert BURROWES (#306),06:36:55,"NZL
																							|","18-24
(34)","Male 
													(654)",00:44:39,00:09:14,03:33:56,00:05:29,02:03:35,
935,936,Sarah HALL (#493),06:37:01,"NZL
																							|","25-29
(51)","Female 
													(282)",00:37:43,00:08:08,03:27:38,00:04:45,02:18:44,
936,937,Emma THOMAS (#468),06:37:04,"NZL
																							|","25-29
(52)","Female 
													(283)",00:43:06,00:07:24,03:31:23,00:03:24,02:11:44,
937,938,Anna SCARTH (#966),06:37:15,"NZL
																							|","40-44
(50)","Female 
													(284)",00:41:23,00:07:44,03:19:22,00:03:58,02:24:46,
938,939,Joseph SMITH-WATERWORTH (#325),06:37:18,"NZL
																							|","18-24
(35)","Male 
													(655)",00:43:48,00:08:05,03:21:47,00:02:25,02:21:12,
939,940,Sheryl WRIGHT (#1426),06:37:19,"NZL
																							|","55-59
(18)","Female 
													(285)",00:51:08,00:10:35,03:31:33,00:02:49,02:01:13,
940,941,Cameron SMITHSON (#727),06:37:22,"NZL
																							|","35-39
(90)","Male 
													(656)",00:44:56,00:12:45,03:22:07,00:03:20,02:14:12,
941,942,Ben SKELTON (#917),06:37:40,"NZL
																							|","40-44
(89)","Male 
													(657)",00:31:35,00:09:11,03:11:16,00:05:17,02:40:19,
942,943,Michele CAMINOS (#1135),06:37:54,"NZL
																							|","45-49
(39)","Female 
													(286)",00:40:09,00:08:00,03:22:27,00:02:26,02:24:50,
943,944,Marianne AITKEN (#1161),06:38:17,"NZL
																							|","45-49
(40)","Female 
													(287)",00:40:56,00:09:29,03:28:50,00:04:52,02:14:07,
944,945,Maxine MITCHELL (#1322),06:38:20,"AUS
																							|","50-54
(24)","Female 
													(288)",00:39:18,00:11:19,03:22:51,00:05:46,02:19:04,
945,946,Kathleen MENZ (#502),06:38:31,"USA
																							|","25-29
(53)","Female 
													(289)",00:32:04,00:09:24,03:38:42,00:05:43,02:12:36,
946,947,Kathryn MCCONVILLE (#1405),06:38:44,"NZL
																							|","55-59
(19)","Female 
													(290)",00:42:50,00:08:17,03:13:07,00:02:14,02:32:14,
947,948,Vanessa JOHNSTON (#793),06:39:02,"AUS
																							|","35-39
(33)","Female 
													(291)",00:45:19,00:07:49,03:24:03,00:04:50,02:16:57,
948,949,Lisa RAWLINS (#1312),06:39:07,"NZL
																							|","50-54
(25)","Female 
													(292)",00:40:18,00:08:27,03:13:08,00:03:50,02:33:23,
949,950,Polly BARACH (#1500),06:39:23,"NZL
																							|","30-34
(37)","Female 
													(293)",00:42:02,00:07:26,03:22:54,00:02:39,02:24:21,
950,951,Brayden CASSIDY (#406),06:39:26,"NZL
																							|","25-29
(72)","Male 
													(658)",00:38:54,00:06:58,03:42:49,00:03:28,02:07:15,
951,952,Owen BURGESS (#1079),06:39:28,"NZL
																							|","45-49
(103)","Male 
													(659)",00:39:46,00:09:44,03:08:05,00:07:43,02:34:09,
952,953,Miriama TANIWHA (#280),06:39:31,"NZL
																							|","60-64
(8)","Female 
													(294)",00:40:22,00:09:25,03:14:25,00:02:49,02:32:28,
953,954,Nicholas LEE (#1067),06:39:41,"NZL
																							|","45-49
(104)","Male 
													(660)",00:41:58,00:07:53,03:11:21,00:03:11,02:35:16,
954,955,Clive STEPHENSON (#1391),06:39:44,"NZL
																							|","55-59
(51)","Male 
													(661)",00:45:04,00:09:18,03:18:58,00:03:45,02:22:37,
955,956,Attila CSIZMADIA (#1083),06:39:46,"NZL
																							|","45-49
(105)","Male 
													(662)",00:38:46,00:07:29,03:18:23,00:03:25,02:31:40,
956,957,Jedrzej KURYLO (#702),06:40:02,"POL
																							|","35-39
(91)","Male 
													(663)",00:54:55,00:10:43,03:14:58,00:03:38,02:15:47,
957,958,Barry HERBISON (#1349),06:40:13,"NZL
																							|","55-59
(52)","Male 
													(664)",00:37:37,00:07:28,03:15:21,00:02:28,02:37:17,
958,959,Alan GREGORY (#1202),06:40:22,"NZL
																							|","50-54
(86)","Male 
													(665)",00:38:12,00:09:21,03:18:22,00:04:52,02:29:33,
959,960,Gary SAUNDERS (#1390),06:41:02,"NZL
																							|","55-59
(53)","Male 
													(666)",00:39:35,00:09:20,03:14:04,00:04:01,02:33:59,
960,961,Clark KEATING (#900),06:41:05,"AUS
																							|","40-44
(90)","Male 
													(667)",00:44:09,00:09:35,03:16:12,00:03:44,02:27:23,
